protein1 protein2 combined_score
EDEM1 SEC61A1 258
EDEM1 SSR1 270
EDEM1 PDIA5 183
EDEM1 PSMD14 245
EDEM1 TYR 311
EDEM1 ERN1 264
EDEM1 ESYT1 295
EDEM1 SQSTM1 445
EDEM1 TMX1 183
EDEM1 PDIA6 183
EDIL3 ITGAV 923
EDIL3 ITGB5 925
EDIL3 ITGAL 190
EDIL3 HAX1 219
EDIL3 TF 270
EDIL3 NUFIP1 210
EDIL3 ITGAM 213
EDIL3 ITGB3 900
EDN1 MAPK1 900
EDN1 TGFB1 426
EDN1 RAF1 900
EDN1 TLR2 264
EDN1 FLT4 248
EDN1 GNAO1 900
EDN1 GNA15 900
EDN1 EGF 162
EDN1 PRKAR2A 900
EDN1 PPARG 250
EDN1 F2 900
EDN1 P2RY2 900
EDN1 GNAI2 900
EDN1 PLCB1 900
EDN1 GNAI1 900
EDN1 EZR 900
EDN1 GNAI3 900
EDN1 SRC 900
EDN1 FGR 900
EDN1 PTK2B 205
EDN1 HMOX2 257
EDN1 VEGFA 703
EED YBX2 152
EED PLOD1 181
EED ZW10 181
EED SIRT1 449
EED SF3A1 181
EED MAPK1 181
EED LGALS1 181
EED TOMM22 171
EED MCM5 181
EED MYH9 181
EED EIF3D 181
EED NID2 181
EED MTHFD1 181
EED MYBL2 157
EED MYL12A 161
EED PPP2CB 161
EED FBL 181
EED GAPDHS 150
EED PLOD3 181
EED YKT6 181
EED NFKB1 152
EED NUP107 181
EED GAPDH 173
EED TPI1 181
EED EXOC2 181
EED UMPS 181
EED RRP9 346
EED MSH2 181
EED NFYB 225
EED TARDBP 183
EED KALRN 171
EED SEC61A1 181
EED SYMPK 181
EED UBA2 181
EED PEX1 181
EED TUBGCP6 150
EED RAC2 152
EED SIRT2 181
EED TUBG1 161
EED KRT1 181
EED XPO7 181
EED EIF2S3 161
EED GFPT2 161
EED RARA 621
EED FUS 181
EED RRP8 181
EED KDM6B 183
EED GUCY2D 181
EED EIF2S1 242
EED LAMC1 181
EED LRPPRC 181
EED KIF11 181
EED USP14 181
EED UTP20 181
EED TUBGCP3 181
EED PHF3 152
EED RAB2A 181
EED ITGAE 270
EED LIG1 181
EED NAPA 181
EED RBBP7 995
EED LGMN 181
EED P4HA1 181
EED PLOD2 181
EED KIF18B 181
EED MCM3 181
EED SF3B3 181
EED PHGDH 181
EED NCAPD2 181
EED KIF4A 173
EED PDS5B 181
EED SMC2 181
EED HK1 154
EED VAPA 181
EED HDAC2 956
EED RPL3L 209
EED GAPVD1 181
EED HELZ2 220
EED TM7SF2 165
EED GALK2 159
EED MTCH2 181
EED IQGAP2 154
EED TOP1 181
EED SEC22B 181
EED SNX9 150
EED FERMT2 181
EED IMMT 181
EED YWHAB 181
EED SVIL 181
EED RPL36 181
EED ILF3 181
EED POLR2A 181
EED KIF5C 154
EED PSMC2 181
EED PCGF5 922
EED RPL18 181
EED NOP2 258
EED STK38L 183
EED WDR43 181
EED EFHD1 171
EED EIF5A 173
EED L3MBTL4 266
EED HDAC3 721
EED PRKAA2 154
EED GSN 181
EED GART 345
EED FLII 181
EED NEDD4L 154
EED NUP98 150
EED ITGB7 693
EED SLC25A12 181
EED LSR 181
EED TFDP1 600
EED PDLIM7 181
EED EIF3A 181
EED SLC25A5 181
EED HNRNPC 157
EED RPS6KA1 181
EED RPS6 181
EED EZH2 999
EED ILF2 181
EED KRT8 181
EED SSRP1 181
EED HDLBP 181
EED MDGA1 181
EED MCM7 181
EED SIPA1L1 181
EED GLMN 181
EED HELLS 181
EED NOP14 181
EED SLC16A1 181
EED MYBBP1A 242
EED SHROOM2 150
EED SAR1B 181
EED SUN2 181
EED PLXNB2 181
EED SLC25A13 181
EED NOC4L 181
EED RPS6KA3 150
EED SEC11A 159
EED PLEC 213
EED P4HA2 181
EED RHOT1 181
EED PPP1R8 706
EED SERPINH1 181
EED SUV39H1 441
EED NOP56 181
EED TBK1 181
EED HADHA 181
EED SNAP91 154
EED RXRA 621
EED SUPT5H 181
EED MTF2 933
EED MYB 157
EED FLNB 181
EED MAP2K3 181
EED NUMB 181
EED HSP90AA1 242
EED RFC5 181
EED TNPO2 158
EED NAP1L1 181
EED SPTBN1 181
EED ITSN1 245
EED TFB2M 150
EED TUBB 242
EED MYO1E 181
EED LATS1 165
EED PICALM 181
EED VDAC2 181
EED TGFBRAP1 150
EED HNRNPR 154
EED TCEA1 275
EED MVP 181
EED RRM1 181
EED PTPN14 181
EED PGAM2 152
EED RB1 373
EED MYL3 181
EED EZH1 997
EED GNB2 181
EED YWHAE 154
EED PIGR 181
EED XPOT 181
EED GMFB 181
EED PRKDC 181
EED LCP1 154
EED MTA1 181
EED PRDX4 181
EED NEDD4 181
EED MGST3 181
EED EIF4G1 181
EED EEF2 181
EED WDR1 181
EED RPL22 181
EED SYNJ1 181
EED HCLS1 154
EED SNRPG 173
EED PEG3 173
EED TBCD 181
EED GMPS 181
EED PYCR1 165
EED KDM7A 216
EED TIMM50 181
EED NFKB2 181
EED KIF20B 181
EED RAB1A 158
EED RPS3 181
EED PPP2R1B 158
EED RPL39L 150
EED UROS 248
EED SLC2A1 181
EED SFMBT1 266
EED PTK2 154
EED SYNJ2 151
EED RPS6KA5 154
EED IPO7 181
EED MAP2K6 158
EED PML 607
EED SRSF7 181
EED MYH11 181
EED NDST3 171
EED PLEKHG2 153
EED PPIB 181
EED SMOX 153
EED MYL4 158
EED TPM1 181
EED NXF1 181
EED PTK2B 181
EED PKLR 158
EED PDIA6 181
EED NDUFA4 181
EED ETF1 181
EED EZR 181
EED TPM3 161
EED KIF2C 181
EED PSMD12 181
EED RPS9 181
EED HNRNPD 163
EED SAMM50 181
EED LAMA2 158
EED PNO1 181
EED SS18 270
EED SNX2 181
EED EPS8L2 181
EED EIF4A1 181
EED PKM 181
EED MYH10 181
EED KNTC1 181
EED GLDC 181
EED MAN1A1 165
EED LMNA 181
EED STXBP1 152
EED PCNA 181
EED FKBP1B 152
EED RRP12 181
EED TRIO 181
EED MYL12B 181
EED RFC4 181
EED RAB3GAP1 181
EED RBM14 181
EED PRMT5 181
EED KMT2D 305
EED HDAC1 966
EED FLNA 181
EED PTPN21 165
EED KIF5B 181
EED SRD5A3 181
EED NPM1 181
EED TRIM25 181
EED SOAT2 163
EED XPO1 181
EED ITGA4 208
EED RPL9 241
EED KIFC3 163
EED RCL1 181
EED POLD1 181
EED WDR90 159
EED PHF7 305
EED UQCRC2 181
EED PLK1 275
EED POLR2H 181
EED PSPH 181
EED RBL1 179
EED LATS2 165
EED EXOSC10 181
EED PTGES3 181
EED GPX4 181
EED EIF3B 181
EED SMC1A 181
EED LRPAP1 181
EED HSD17B11 181
EED TRA2B 181
EED GSK3B 181
EED FASN 181
EED RNPS1 173
EED NDUFA8 181
EED NUP93 181
EED ERCC3 181
EED RAB5A 181
EED USO1 181
EED FTL 173
EED EIF2S2 181
EED UAP1 154
EED NIPBL 181
EED PSMD1 181
EED RHOT2 165
EED STAG1 181
EED RPL6 181
EED YWHAG 181
EED HUWE1 181
EED EHD1 181
EED LAMA3 152
EED EIF4A3 181
EED HSP90B1 181
EED GNAI2 181
EED PCM1 181
EED PPIA 151
EED MARK2 181
EED PFKL 181
EED RUVBL2 181
EED PMVK 181
EED LAMA1 181
EED STAT3 375
EED GFPT1 181
EED HSPA9 181
EED PABPC1 161
EED EIF4G3 154
EED PFKM 158
EED RPS14 181
EED FN1 229
EED MYBL1 157
EED PDLIM1 181
EED RPN1 181
EED SPTA1 175
EED KIF2A 154
EED GLIPR2 181
EED HK2 181
EED RAB31 181
EED TJP1 181
EED TLE1 270
EED RAD50 181
EED POLG2 159
EED HNF4A 270
EED RPS10 192
EED GPAM 181
EED RHOA 158
EED IMPA2 163
EEF1E1 GCLC 151
EEF1E1 RAF1 176
EEF1E1 EIF2S3 492
EEF1E1 EIF2S1 243
EEF1E1 HSPA9 261
EEF1E1 HSPA4 232
EEF1E1 EEF2 165
EEF1E1 SMC1A 166
EEF1E1 HUWE1 336
EEF1E1 ENG 270
EEF1E1 HSPA1A 218
EEF1E1 HSPA1L 218
EEF1E1 NFX1 310
EEF1E1 RPL9 212
EEF1E1 GSPT1 263
EEF1E1 RPL18 244
EEF1E1 POLR2A 250
EEF1E1 RPL36 243
EEF1E1 POLR2F 345
EEF1E1 HSPA2 218
EEF1E1 PGM2 157
EEF1E1 PGM3 157
EEF1E1 EIF4G1 293
EEF1E1 TGFBRAP1 239
EEF1E1 JMJD6 274
EEF2 UQCRC1 202
EEF2 MAPK13 222
EEF2 MAPK12 211
EEF2 SF3A1 244
EEF2 USP18 270
EEF2 MAPK1 211
EEF2 PVALB 192
EEF2 GSTZ1 165
EEF2 MYBL2 252
EEF2 MXRA5 167
EEF2 KCND1 212
EEF2 MAPK14 508
EEF2 TNNC1 192
EEF2 TARDBP 282
EEF2 SNRPA 313
EEF2 ZC3H14 179
EEF2 LSM7 256
EEF2 GRWD1 270
EEF2 FUS 270
EEF2 SNRPA1 167
EEF2 KDM6B 175
EEF2 GUCY2D 288
EEF2 NOTCH2 272
EEF2 TLR2 167
EEF2 KIF23 282
EEF2 MRPL3 347
EEF2 NBN 270
EEF2 SRI 193
EEF2 EIF4H 387
EEF2 SLIT1 167
EEF2 RPL3L 789
EEF2 TP53 654
EEF2 EIF4A3 481
EEF2 TXNL4A 232
EEF2 PGD 211
EEF2 SNRPG 390
EEF2 LRIG1 167
EEF2 MFHAS1 167
EEF2 RPS3 941
EEF2 LONP2 236
EEF2 EIF4A1 326
EEF2 KCNIP3 156
EEF2 RPL39L 787
EEF2 NPM1 341
EEF2 HSPA9 333
EEF2 METTL3 270
EEF2 PPIB 212
EEF2 RRM1 295
EEF2 RPS9 987
EEF2 HSPA4 261
EEF2 SF3B3 336
EEF2 TLR7 167
EEF2 HSPA2 301
EEF2 GRB2 173
EEF2 EPHA2 271
EEF2 MRPS12 369
EEF2 SF3A3 242
EEF2 RBBP7 153
EEF2 SLIT3 167
EEF2 RAC1 151
EEF2 SLIT2 167
EEF2 RPL18 993
EEF2 HSPA1A 301
EEF2 PSMD14 171
EEF2 LSM4 244
EEF2 RPL36 991
EEF2 GRK5 270
EEF2 HNRNPD 332
EEF2 KCNQ2 212
EEF2 PRPF3 250
EEF2 HNRNPC 222
EEF2 GSPT1 428
EEF2 RTN4RL1 167
EEF2 RAD54L 173
EEF2 PSMB9 243
EEF2 RNF4 270
EEF2 FLII 167
EEF2 OPA1 272
EEF2 NCS1 167
EEF2 EIF5A 712
EEF2 SCGN 192
EEF2 G3BP1 329
EEF2 RPL9 987
EEF2 IFT88 221
EEF2 UCHL5 282
EEF2 RPS19 990
EEF2 TOMM40 272
EEF2 RPS6 990
EEF2 NFX1 270
EEF2 RPS6KA1 244
EEF2 PNPT1 360
EEF2 MYB 252
EEF2 TRA2B 222
EEF2 NOP56 326
EEF2 XRCC6 271
EEF2 RAD23B 243
EEF2 HSD17B4 272
EEF2 PABPC4 173
EEF2 PLEC 740
EEF2 HDAC6 270
EEF2 RBM4 271
EEF2 SUN2 270
EEF2 RSU1 167
EEF2 TLR6 167
EEF2 STIP1 203
EEF2 TUBB 272
EEF2 MAPK11 211
EEF2 MAPT 333
EEF2 PRPF31 285
EEF2 HSP90AA1 257
EEF2 TLR1 167
EEF2 PABPC1 427
EEF2 UBQLN1 243
EEF2 TSKU 167
EEF2 EIF1AX 252
EEF2 LONP1 318
EEF2 PPIA 503
EEF2 NAA38 243
EEF2 HUWE1 340
EEF2 HSPA1L 301
EEF2 RPL6 992
EEF2 LSM2 243
EEF2 RAB40C 152
EEF2 RPS10 955
EEF2 PPP2R1B 231
EEF2 PIDD1 167
EEF2 RAD50 150
EEF2 TNNC2 192
EEF2 MYBL1 252
EEF2 RPS14 987
EEF2 RPL22 987
EFEMP1 RAF1 221
EFEMP1 XPO7 158
EFEMP1 P4HA1 270
EFEMP1 EGFR 580
EFEMP1 HSD3B7 171
EFEMP1 HSP90B1 285
EFEMP1 PPIB 270
EFEMP1 FBN1 242
EFEMP1 PARD6G 167
EFEMP1 RBPJ 255
EFEMP1 ELN 408
EFEMP1 TGFBR2 221
EFEMP1 MFAP5 600
EFEMP1 TGFB2 270
EFEMP1 ENG 270
EFEMP1 TGFBR1 320
EFEMP1 PDIA6 281
EFEMP1 TENM2 161
EFEMP1 SERPINH1 270
EFEMP2 PCOLCE 261
EFEMP2 XPO7 181
EFEMP2 LOXL1 160
EFEMP2 LTBP2 256
EFEMP2 TP53 270
EFEMP2 IL16 165
EFEMP2 ELN 761
EFEMP2 MFAP5 600
EFEMP2 PARD6G 167
EFEMP2 RBPJ 242
EFEMP2 PTGER3 248
EFEMP2 FBLN5 416
EFEMP2 FBN1 859
EFEMP2 PIDD1 167
EFEMP2 UBQLN1 253
EFEMP2 LTBP1 698
EFHC1 PVALB 224
EFHC1 MYL12A 171
EFHC1 MYL2 171
EFHC1 TNNC1 224
EFHC1 PPP3R1 171
EFHC1 TUBG1 167
EFHC1 TUBB2B 239
EFHC1 MYL9 171
EFHC1 WDR90 698
EFHC1 REL 153
EFHC1 KCNIP3 171
EFHC1 HSPA9 384
EFHC1 HSPA4 181
EFHC1 TUBB 239
EFHC1 MYL4 171
EFHC1 HPCAL4 171
EFHC1 SRM 169
EFHC1 HSPA1A 181
EFHC1 RIBC2 349
EFHC1 TUBA3C 244
EFHC1 HSPA2 181
EFHC1 TNNC2 224
EFHC1 TUBB2A 239
EFHC1 MYL12B 171
EFHC1 NCS1 171
EFHC1 MYL3 171
EFHC1 HSPA1L 181
EFHC1 SCGN 224
EFHC1 KCNIP2 171
EFHD1 USP14 270
EFHD1 TCHH 163
EFHD1 LYN 305
EFHD1 ELP4 199
EFHD1 MAPT 218
EFNA3 EFNA5 300
EFNA3 EPHB3 670
EFNA3 EPHB4 651
EFNA3 EPHA2 732
EFNA3 EPHB2 653
EFNA3 EPHA5 655
EFNA3 MAP3K7 154
EFNA5 TNFRSF1A 274
EFNA5 MAP4K3 324
EFNA5 RPTOR 891
EFNA5 EPHB2 999
EFNA5 TGFBR2 162
EFNA5 EPHB3 712
EFNA5 RET 474
EFNA5 NTNG1 193
EFNA5 EPHA2 997
EFNA5 SH3BP5 226
EFNA5 LYN 909
EFNA5 SRC 929
EFNA5 LCK 906
EFNA5 FYN 908
EFNA5 ITGB1 216
EFNA5 EPHA5 990
EFNA5 EPHB4 871
EFNA5 FGR 906
EFNA5 MTOR 340
EFNA5 FN1 315
EFS SORBS3 250
EFS TFPI 237
EFS NCK1 250
EFS NCK2 274
EFS NLGN3 192
EFS PTK2 242
EFS SORBS2 272
EFS FYN 583
EFS PTK2B 260
EFS SRC 434
EGF RALA 256
EGF ERCC1 199
EGF ITGB4 236
EGF MYH9 238
EGF IL2RB 600
EGF TGFB1 663
EGF PCOLCE 234
EGF LGALS3 316
EGF PEBP1 206
EGF VWF 797
EGF PDGFRB 606
EGF SMAD7 260
EGF SCARF1 212
EGF IL27RA 600
EGF NOTCH3 606
EGF LIFR 642
EGF SELP 250
EGF PIK3CA 499
EGF LDLRAP1 235
EGF UBQLN1 311
EGF HBB 264
EGF IFNGR2 600
EGF PTPN6 465
EGF IL3RA 600
EGF MGST1 298
EGF GNAI1 903
EGF IFNAR1 600
EGF IL13 278
EGF EGFR 999
EGF NEDD4L 216
EGF PRKCA 198
EGF IL12RB1 600
EGF ESR1 218
EGF ITGA6 153
EGF SOS1 900
EGF STAB1 150
EGF PRLR 600
EGF STAM 600
EGF F3 822
EGF ETS2 243
EGF RHOA 600
EGF MSN 277
EGF PTK2 499
EGF IL15 194
EGF IL2RG 600
EGF PTPRG 214
EGF IGF1 158
EGF PTPN11 669
EGF FBN1 150
EGF IL13RA1 600
EGF F2 647
EGF ITGB3 338
EGF PTPN1 213
EGF PLAUR 721
EGF IL4R 600
EGF THBS2 240
EGF OSMR 626
EGF FGF13 301
EGF ERBB2 992
EGF LRIG1 266
EGF GNAI3 903
EGF IL7R 600
EGF GSK3B 270
EGF RHBDF2 537
EGF LDLR 497
EGF GRB2 985
EGF PSMB10 254
EGF RPS6KA5 559
EGF MASP2 265
EGF NRP1 266
EGF MFAP5 434
EGF SRC 927
EGF ELN 238
EGF IFNAR2 600
EGF LMNA 270
EGF LEFTY2 250
EGF WNT2 255
EGF SNX2 268
EGF IL2RA 600
EGF UBE2I 270
EGF ITGB1 212
EGF TGFA 362
EGF PTPN2 187
EGF LATS1 183
EGF PCSK9 900
EGF SHC1 960
EGF SH3GL2 600
EGF HSP90AA1 901
EGF LEPR 625
EGF ERBB3 992
EGF IL6ST 610
EGFR FKBP4 155
EGFR ITGA3 270
EGFR ERCC1 270
EGFR LCP2 489
EGFR PKP2 337
EGFR TNFRSF1A 600
EGFR TNS1 242
EGFR ZW10 183
EGFR ITGB4 631
EGFR MAPK1 382
EGFR LGALS1 449
EGFR MCM5 244
EGFR MYH9 412
EGFR PLEK2 270
EGFR PPP2CB 175
EGFR TGFB1 504
EGFR GAPDH 489
EGFR TPI1 165
EGFR MAPK14 750
EGFR EXOC2 755
EGFR NR3C1 489
EGFR NCK2 845
EGFR PLEK 256
EGFR LRP1 650
EGFR SEC61A1 704
EGFR RAF1 532
EGFR TSG101 198
EGFR KRT1 210
EGFR XPO7 236
EGFR EXOC4 449
EGFR FUS 270
EGFR LGALS3 940
EGFR PTPRE 175
EGFR JAG1 181
EGFR NOTCH2 189
EGFR GYPC 327
EGFR RIPK1 503
EGFR TLR2 552
EGFR MMP7 183
EGFR PDGFRB 786
EGFR FLT4 263
EGFR TRAF4 670
EGFR SMURF2 428
EGFR HPN 270
EGFR PIK3R3 683
EGFR ILVBL 242
EGFR NOTCH3 739
EGFR PIK3CA 742
EGFR LAMC2 298
EGFR YWHAE 269
EGFR WNT5A 202
EGFR STAT3 954
EGFR ICAM1 270
EGFR PPARGC1A 183
EGFR ZAP70 508
EGFR VDAC1 270
EGFR NRP1 343
EGFR WNT2 402
EGFR MAPKAP1 271
EGFR ERBB3 999
EGFR PXN 368
EGFR IGF1R 946
EGFR PML 270
EGFR ERBB2 999
EGFR PFKL 236
EGFR RAB5A 639
EGFR LRIG1 824
EGFR OSMR 445
EGFR RASA1 892
EGFR NF2 596
EGFR PLG 266
EGFR ESR2 274
EGFR NCAM1 439
EGFR ITGA5 568
EGFR TOM1L1 285
EGFR SMTN 254
EGFR ELN 241
EGFR NUP93 371
EGFR HSP90AA1 994
EGFR NUMB 374
EGFR MAPT 489
EGFR MAPK11 170
EGFR TNPO2 313
EGFR HSPA4 489
EGFR PICALM 311
EGFR STIP1 165
EGFR TUBB 307
EGFR GPNMB 960
EGFR EPHB4 571
EGFR MMP14 409
EGFR HRAS 441
EGFR TBK1 540
EGFR RET 677
EGFR XRCC6 524
EGFR ERCC2 270
EGFR MON2 183
EGFR FASN 311
EGFR LIMA1 159
EGFR GPER1 601
EGFR PTCH1 216
EGFR GBF1 246
EGFR HDAC6 611
EGFR JAG2 181
EGFR STAT5A 926
EGFR WAS 450
EGFR TIMM50 236
EGFR TJP1 640
EGFR GEMIN4 183
EGFR RAB31 492
EGFR SDC4 602
EGFR SMAD3 234
EGFR PTPN11 981
EGFR FRK 724
EGFR PPP2R1B 183
EGFR STAM 600
EGFR LCK 205
EGFR GP2 311
EGFR PIK3CB 931
EGFR SDC3 900
EGFR PTK2 879
EGFR VAV3 771
EGFR GGA2 466
EGFR RHOA 610
EGFR MSN 358
EGFR PTPRJ 634
EGFR ITK 508
EGFR IKBKG 489
EGFR FN1 423
EGFR MAP4K1 600
EGFR RPN1 236
EGFR MUC1 948
EGFR RNF213 183
EGFR FGFR3 345
EGFR KIT 205
EGFR HKDC1 254
EGFR PTPN1 967
EGFR SUCLG1 238
EGFR GLIPR2 277
EGFR SH2B3 359
EGFR TYK2 181
EGFR MAPK8 489
EGFR WNT5B 202
EGFR PRKDC 917
EGFR IL13 234
EGFR XPOT 356
EGFR PTPRD 242
EGFR HSPA9 356
EGFR PTEN 275
EGFR SP1 365
EGFR NEDD4 398
EGFR SOS1 993
EGFR NGLY1 275
EGFR JAK2 757
EGFR ESR1 946
EGFR LAMB3 254
EGFR HSPA1L 225
EGFR PRKCB 282
EGFR TUBB2A 183
EGFR PTPRC 362
EGFR HSP90B1 524
EGFR IRS4 274
EGFR IFNB1 300
EGFR JAK1 494
EGFR MPP2 196
EGFR SNX2 411
EGFR SS18 266
EGFR ILF3 270
EGFR SRC 995
EGFR MAPK9 489
EGFR HSPA1A 577
EGFR PKM 318
EGFR UCK2 196
EGFR LMNA 496
EGFR P2RY2 231
EGFR FYN 340
EGFR GSTK1 248
EGFR NCK1 898
EGFR EZR 522
EGFR IL17RA 282
EGFR NRCAM 175
EGFR JUP 557
EGFR SH3GL2 868
EGFR SOCS5 817
EGFR MTOR 183
EGFR SHC1 997
EGFR TOP1 397
EGFR GAB2 698
EGFR PLXNB1 155
EGFR SCAMP3 161
EGFR SNX9 494
EGFR ITGB1 907
EGFR SCNN1A 208
EGFR SPRED2 278
EGFR IKBKB 293
EGFR YWHAB 489
EGFR FERMT2 319
EGFR PTPN2 620
EGFR TGFA 999
EGFR HSPA2 251
EGFR VAV2 772
EGFR IRS2 346
EGFR FDPS 183
EGFR KRT17 362
EGFR IRS1 719
EGFR TLR7 298
EGFR ITGB2 551
EGFR SMC2 236
EGFR IL1R1 252
EGFR VAPA 371
EGFR PTPRR 162
EGFR PPARG 270
EGFR S100A9 270
EGFR GNAI3 946
EGFR PTK2B 792
EGFR WWP1 270
EGFR FHL2 269
EGFR PAK1 802
EGFR SDC1 459
EGFR IPO7 313
EGFR PDGFA 600
EGFR PHGDH 183
EGFR MCM3 270
EGFR GRB2 998
EGFR EPHA2 766
EGFR RHBDF2 191
EGFR FGFR1 245
EGFR NF1 198
EGFR PTPRG 648
EGFR MAP3K7 301
EGFR SLC2A5 234
EGFR MAPKAPK3 175
EGFR MMP9 175
EGFR IGF1 335
EGFR POM121 175
EGFR PDP1 270
EGFR PRKCE 489
EGFR USP8 518
EGFR STAT2 496
EGFR SH2B1 533
EGFR PKP3 438
EGFR UPP1 254
EGFR SYK 645
EGFR NPM1 387
EGFR ILF2 270
EGFR STAT1 711
EGFR PLAUR 892
EGFR RANBP1 183
EGFR ITGB3 312
EGFR XPO1 342
EGFR FGR 508
EGFR GNAI1 924
EGFR MGST1 272
EGFR SNCA 489
EGFR TFF3 957
EGFR SLC25A5 269
EGFR HDAC1 204
EGFR EIF3A 636
EGFR SHE 159
EGFR PTPN6 798
EGFR ROS1 367
EGFR PGR 177
EGFR PCNA 270
EGFR LYN 603
EGFR SLC7A11 434
EGFR RNMT 157
EGFR NR1H4 252
EGFR PRKCA 594
EGFR PFKP 471
EGFR LAD1 254
EGFR GSN 266
EGFR SLC3A2 483
EGFR LEP 248
EGFR PDGFB 659
EGLN2 PYGM 173
EGLN2 PYGL 248
EGLN2 PYGB 173
EGLN2 FBXW7 270
EGLN2 PKM 273
EGLN2 RHOBTB3 174
EGLN2 SPOP 270
EGLN2 RELA 165
EGLN2 RHOA 156
EGLN2 PRKCA 270
EGLN2 FDXR 228
EGLN2 IKBKB 282
EGLN2 POLR2A 270
EHD1 TOMM22 668
EHD1 SNAP25 159
EHD1 RTN1 163
EHD1 IGF1R 334
EHD1 RAB5A 271
EHD1 STK39 243
EHD1 OPA1 272
EHD1 PLA2G4A 529
EHD1 STX7 321
EHD1 STXBP1 272
EHD1 STX12 321
EHD1 OPTN 434
EHD1 NEDD9 269
EHD1 TMX1 186
EHD1 HRAS 189
EHD1 NUMB 349
EHD1 NOL3 245
EHHADH PEX11G 205
EHHADH GCDH 290
EHHADH HADHA 183
EHHADH HACL1 183
EHHADH HSDL2 341
EHHADH PDK1 270
EHHADH MX2 171
EHHADH PTGR1 156
EHHADH HSD17B4 218
EHHADH RABEPK 328
EHHADH MID1 224
EHHADH MRPL3 261
EHHADH PPT1 220
EHHADH HADHB 302
EHHADH HADH 434
EHHADH FXN 244
EHHADH HSD17B14 177
EHHADH LEF1 191
EHHADH PEBP1 248
EHHADH MRPL34 213
EHHADH PIDD1 181
EHHADH PYCR1 258
EHHADH MSRB1 213
EHHADH PEX14 655
EHHADH RPS3 161
EHHADH RPS14 293
EHHADH PDK2 270
EHHADH SUCLG2 177
EHHADH ILVBL 183
EHHADH GMPR 199
EHHADH PDK3 298
EHHADH EIF2AK2 900
EHHADH RPL3L 261
EHHADH ETFA 161
EHHADH RAB2A 161
EHHADH MRPS12 242
EHHADH TCF7L1 191
EHHADH PEX11B 205
EHHADH PEX11A 249
EHHADH RPS9 258
EHHADH PEX13 600
EHHADH FH 151
EHHADH GMCL1 360
EHHADH PEX7 388
EHHADH RPL9 252
EHHADH LY96 900
EHHADH PEX5 818
EHHADH SOD2 347
EHHADH TCF7L2 345
EHHADH SCP2 349
EI24 VDAC1 275
EI24 RALB 171
EI24 RNF4 270
EIF1AX EIF3D 925
EIF1AX PSMD7 244
EIF1AX XPO7 181
EIF1AX EIF2S3 959
EIF1AX EIF2S1 978
EIF1AX EIF3J 966
EIF1AX RPS3 971
EIF1AX MRAS 177
EIF1AX EIF4A1 850
EIF1AX NPM1 235
EIF1AX RPS9 983
EIF1AX PLEC 699
EIF1AX FLII 271
EIF1AX HUWE1 270
EIF1AX RAD23B 286
EIF1AX EIF3B 978
EIF1AX EIF3A 989
EIF1AX ENG 270
EIF1AX EIF2S2 972
EIF1AX UBQLN1 286
EIF1AX NUDT19 213
EIF1AX MRPS12 625
EIF1AX WDR43 392
EIF1AX RPS10 973
EIF1AX PSMD14 244
EIF1AX RPS19 988
EIF1AX SNX10 161
EIF1AX RPS14 988
EIF1AX NAP1L1 404
EIF1AX IKBKG 177
EIF1AX RPS6 988
EIF1AX EIF4G1 800
EIF2AK2 OAS3 262
EIF2AK2 NOP2 156
EIF2AK2 PURA 156
EIF2AK2 LMNA 270
EIF2AK2 LY96 900
EIF2AK2 HSPA1A 153
EIF2AK2 NLRP3 476
EIF2AK2 ILF3 549
EIF2AK2 JAK1 270
EIF2AK2 MAP3K7 305
EIF2AK2 IKBKB 270
EIF2AK2 UBE2I 270
EIF2AK2 OAS2 262
EIF2AK2 NPM1 514
EIF2AK2 ILF2 281
EIF2AK2 STAT1 572
EIF2AK2 TOP1 156
EIF2AK2 MAPT 270
EIF2AK2 HELZ2 347
EIF2AK2 LYAR 156
EIF2AK2 HSP90AA1 394
EIF2AK2 HNRNPC 156
EIF2AK2 PDGFRB 270
EIF2AK2 PTEN 270
EIF2AK2 TRAF4 227
EIF2AK2 STAT3 763
EIF2AK2 STAT4 198
EIF2AK2 IRS1 680
EIF2AK2 TYK2 270
EIF2AK2 IRS2 152
EIF2AK2 PTGES3 270
EIF2AK2 GPX7 179
EIF2AK2 PABPC4 156
EIF2AK2 STAU1 457
EIF2AK2 TP53 483
EIF2AK2 TRAF1 227
EIF2AK2 PARP14 328
EIF2AK2 TARBP2 483
EIF2AK2 EIF2S1 686
EIF2AK2 FANCC 819
EIF2AK2 RPL6 270
EIF2AK3 OAS3 197
EIF2AK3 MFN2 849
EIF2AK3 IAPP 250
EIF2AK3 EIF2S1 949
EIF2AK3 GYPC 463
EIF2AK3 TRAF4 227
EIF2AK3 PPARG 734
EIF2AK3 FANCC 205
EIF2AK3 TMPRSS3 187
EIF2AK3 HSP90B1 344
EIF2AK3 FGFR3 179
EIF2AK3 OAS2 197
EIF2AK3 ILF2 281
EIF2AK3 NCK1 175
EIF2AK3 HSP90AA1 581
EIF2AK3 HELZ2 329
EIF2AK3 PTK2 248
EIF2AK3 POMC 196
EIF2AK3 MVP 260
EIF2AK3 NFE2L2 406
EIF2AK3 ILF3 281
EIF2AK3 TRAF1 411
EIF2AK3 PTRH2 267
EIF2AK3 ESR1 250
EIF2AK3 FLNA 706
